expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
西洋,せいよう,"the West, Western countries",JLPT JLPT_N4,CYHizo6/]:,"ตะวันตก ประเทศตะวันตก, โลกตะวันตก, ฝั่งตะวันตก, ประเทศโลกตะวันตก",西洋の文化に興味があります。,สนใจวัฒนธรรมตะวันตก
思う,おもう,"to think, to feel",Genki Genki_Ln.8 JLPT JLPT_N4,bu>M]5SnGX,"คิด รู้สึก, นึก, เห็นว่า, รู้สึกว่า",そう思います。,ฉันก็คิดอย่างนั้น
パート (タイム),パート (タイム),part time (esp. female part time employees),JLPT JLPT_N4,v_m4?zP2.9,"งานพาร์ทไทม์ (โดยเฉพาะพนักงานหญิงที่ทำงานพาร์ทไทม์), งานนอกเวลา, งานเสริม, งานชั่วคราว",パートで働いています。,ทำงานพาร์ทไทม์
時代,じだい,"age, period, epoch, era",JLPT JLPT_N4,L?Q&>175XG,"ยุคสมัย, ช่วง, สมัย, ยุค",昔の時代について勉強します。,เรียนเกี่ยวกับยุคสมัยเก่า
申し上げる,もうしあげる,"(humble)to say, to tell",JLPT JLPT_N4,GF+@f2CV$T,"(ถ่อมตน)ที่จะพูด, ที่จะบอก, กราบเรียน, ทูล",先生に申し上げます。,จะเรียนบอกอาจารย์
～式,～しき,~ ceremony; ~ style,JLPT JLPT_N4,"r&5Ybsff,l","~ พิธีการ; ~ รูปแบบ, ~ แบบ, ~ อย่าง, ~ วิธี",結婚式は来月です。,งานแต่งงานมีเดือนหน้า
出席,しゅっせきする,attendance,JLPT JLPT_N4,veUCYD:#[?,"การเข้าร่วม, ร่วมประชุม, เข้างาน, มาปรากฏตัว",会議に出席します。,เข้าร่วมการประชุม
～家,～か,person who is specialized in ~,JLPT JLPT_N4,jmL@^X(3xD,"บุคคลที่มีความเชี่ยวชาญในด้าน ~, ~ ผู้เชี่ยวชาญ, ~ ผู้ชำนาญ, ~ ผู้ทรงคุณวุฒิ",彼は医者です。,เขาเป็นหมอ
迎える,むかえる,to welcome; to meet; to greet,JLPT JLPT_N4,c)r?fC@d`X,"ต้อนรับ; พบปะ; ทักทาย, รับรอง, เจอ, พบ",友達を駅に迎えに行きます。,ไปรับเพื่อนที่สถานีรถไฟ
触る,さわる,"to touch, to feel",JLPT JLPT_N4,EE}]!?vk-o,"สัมผัส, รู้สึก, แตะ, จับต้อง",猫に触らないでください。,อย่าจับแมว
建て,～だて,"~ storied, separate housing",JLPT JLPT_N4,O;BgWj4xcP,"~ บ้านสองชั้นแยกเป็นสัดส่วน, ~ ชั้น, ~ รูปแบบ, ~ โครงสร้าง",これは三階建ての家です。,นี่คือบ้านสามชั้น
社長,しゃちょう,president of a company,Genki Genki_Ln.11 JLPT JLPT_N4,esu`;_q%~},"ประธานบริษัท, ผู้บริหารสูงสุด, ซีอีโอ, กรรมการผู้จัดการ",社長は会社にいません。,ประธานบริษัทไม่อยู่ที่บริษัท
動物園,どうぶつえん,zoo,JLPT JLPT_N4,LA>0An]TpD,"สวนสัตว์, สวนสัตว์ป่า, สวนสัตว์เปิด, สถานที่เลี้ยงสัตว์",動物園で象を見ました。,เห็นช้างที่สวนสัตว์
捕まえる,つかまえる,"to catch, to arrest",JLPT JLPT_N4,"dxA,$K8Jjo","จับ, จับกุม, คุมตัว, คว้า",犯人を捕まえました。,จับกุมคนร้ายได้แล้ว
季節,きせつ,season (in reference to weather),Genki Genki_Ln.10 Intermediate_Japanese_Ln.9 JLPT JLPT_N4,"H-HO2,.Mf&","ฤดูกาล (ในความหมายของสภาพอากาศ), ช่วงฤดู, หน้า, ฤดู",秋は涼しい季節です。,ฤดูใบไม้ร่วงเป็นฤดูที่อากาศเย็นสบาย
寄る,よる,to stop by,Genki Genki_Ln.19 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,wowQrA=!@I,"แวะมา, แวะเยี่ยม, ผ่านมา, มาเยี่ยม",仕事の帰りに、コンビニに寄りました。,แวะร้านสะดวกซื้อระหว่างทางกลับจากทำงาน
決まる,きまる,to be set; fixed (v.i.),Intermediate_Japanese_Ln.2 JLPT JLPT_N4,ftU/w6Rm9),"ตั้งไว้; ตรึงไว้ (กริยาไม่ต้องการกรรม), กำหนดไว้, ตัดสินใจแล้ว, แน่นอนแล้ว",場所が決まりました。,สถานที่ถูกกำหนดแล้ว
開く,ひらく,to open; to hold (an event),JLPT JLPT_N4,EqW3}ML(%4,"เปิด; จัดงาน (กิจกรรม), จัด, เริ่ม, เปิดทำการ",パーティーを開きます。,จัดงานปาร์ตี้
逃げる,にげる,"to escape, to run away",JLPT JLPT_N4,olt^H[(k%k,"เพื่อหลบหนี เพื่อวิ่งหนี, หนี, เผ่น, หลบ",犬が猫から逃げました。,สุนัขหนีจากแมว
だから,だから,so; therefore,Genki Genki_Ln.4 JLPT JLPT_N4,"l,%/>C{Y}S","ดังนั้น; ด้วยเหตุนี้, ฉะนั้น, เพราะฉะนั้น, ด้วยเหตุฉะนี้",雨が降っています。だから、傘を持っていきます。,ฝนกำลังตก ดังนั้น จะเอาร่มไปด้วย
残念,ざんねん,regret; regrettable,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,u8P;}KnN>M,"เสียใจ; น่าเสียใจ, น่าเสียดาย, เสียดาย, ผิดหวัง",残念ですが、行けません。,น่าเสียดายที่ฉันไปไม่ได้
畳,たたみ,tatami mat (Japanese straw mat),JLPT JLPT_N4,K6&+!%&]%g,"เสื่อทาทามิ (เสื่อสานจากฟางของญี่ปุ่น), เสื่อญี่ปุ่น, เสื่อฟาง, ที่ปูเสื่อ",畳の部屋があります。,มีห้องปูเสื่อทาทามิ
丁寧,ていねい,"polite, courteous, careful",JLPT JLPT_N4,y#[3yo1.4|,"สุภาพ มีมารยาท รอบคอบ, นอบน้อม, มีมารยาทดี, ระมัดระวัง",丁寧な言葉を使います。,ใช้คำพูดที่สุภาพ
地理,ちり,geography,JLPT JLPT_N4,L>P&NZL8Ln,"ภูมิศาสตร์, ภูมิประเทศ, วิชาภูมิศาสตร์, สภาพภูมิประเทศ",地理の勉強をしています。,กำลังเรียนวิชาภูมิศาสตร์
さっき,さっき,a little while ago,Genki Genki_Ln.4 JLPT JLPT_N4,K6.[:IAM|.,"เมื่อไม่นานมานี้, เมื่อครู่, ก่อนหน้านี้ไม่นาน, ไม่นานมานี้",さっき、電話がありました。,เมื่อครู่มีโทรศัพท์เข้ามา
怖い,こわい,"scary, frightening",Genki Genki_Ln.5 JLPT JLPT_N4,oO+f.U&hT(,"น่ากลัว น่าหวาดเสียว, หวาดกลัว, สยองขวัญ, น่าสะพรึงกลัว",暗い場所は怖いです。,สถานที่มืดๆ น่ากลัว
包む,つつむ,"to wrap, to cover",Genki Genki_Ln.21 JLPT JLPT_N4,j.kjH)CP:g,"ห่อหุ้ม, คลุม, ห่อ",プレゼントを箱に包みます。,ห่อของขวัญลงในกล่อง
なるべく,なるべく,"if possible, as much as possible",Intermediate_Japanese_Ln.3 JLPT JLPT_N4,N|K[$y_r^[,"ถ้าเป็นไปได้ ให้มากที่สุดเท่าที่จะทำได้, เท่าที่ทำได้, มากที่สุดเท่าที่จะทำได้, สุดความสามารถ",なるべく早く寝てください。,กรุณาเข้านอนให้เร็วที่สุดเท่าที่จะทำได้
無理,むり,"unreasonable, impossible",JLPT JLPT_N4,i]oOmAHlg9,"ไม่สมเหตุสมผล เป็นไปไม่ได้, เกินไป, ทำไม่ได้, ไม่มีทาง",それは無理です。,นั่นเป็นไปไม่ได้
サンドイッチ,サンドイッチ,sandwich,JLPT JLPT_N4,"Lah$0,$FHs","แซนด์วิช, แซนวิช, ขนมปังประกบ, ชิ้นแซนวิช",サンドイッチを食べました。,ทานแซนด์วิช
会議室,かいぎしつ,conference room,JLPT JLPT_N4,oxHUFdCY;/,"ห้องประชุม, ห้องประชุมใหญ่, ห้องสัมมนา, ห้องอภิปราย",会議室で会議をします。,ประชุมกันที่ห้องประชุม
品物,しなもの,goods,JLPT JLPT_N4,kiGyZq*rIU,"สินค้า, สิ่งของ, ผลิตภัณฑ์, พัสดุ",この品物は高いです。,สินค้าชิ้นนี้ราคาแพง
人形,にんぎょう,"doll, figure",JLPT JLPT_N4,vPlJ&v75[Q,"ตุ๊กตา, รูปปั้น, หุ่น, รูปแกะสลัก",人形が飾ってあります。,มีตุ๊กตาวางประดับอยู่
利用,りよう,"use, utilization",JLPT JLPT_N4,Rh@8N~e0eQ,"การใช้งาน การใช้ประโยชน์, ใช้สอย, ใช้ประโยชน์, ประยุกต์ใช้",図書館の本を利用します。,ใช้ประโยชน์จากหนังสือในห้องสมุด
飾る,かざる,"to decorate, to adorn",JLPT JLPT_N4,"OaqvYHn98,","เพื่อตกแต่ง เพื่อประดับประดา, ประดับ, ตกแต่ง, เสริมแต่ง",部屋をきれいに飾ります。,ตกแต่งห้องให้สวยงาม
止める,とめる,to stop (something),JLPT JLPT_N4,uL2<QDM;W:,"เพื่อหยุด (บางสิ่ง), ทำให้หยุด, ยับยั้ง, ระงับ",車のエンジンを止めます。,ดับเครื่องยนต์รถ
