expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
孤独,こどく,"isolation, loneliness, solitude",JLPT_1 JLPT,"cT&=x,mI2c","ความโดดเดี่ยว ความเหงา ความสันโดษ, ความเปลี่ยวเหงา, การแยกตัว, การอยู่คนเดียว",孤独を感じました。,รู้สึกโดดเดี่ยว
ことごとく,ことごとく,"altogether, entirely",JLPT_1 JLPT,dR[Sxf+^Ps,"ทั้งหมด โดยสิ้นเชิง, ทั้งหมดทั้งสิ้น, โดยสมบูรณ์, ทุกอย่าง",ことごとく失敗しました。,ล้มเหลวทั้งหมดทั้งสิ้น
言付け,ことづけ,to leave a message,JLPT_1 JLPT,kU+Y{Q}2@W,"เพื่อฝากข้อความ, ฝากข่าว, ทิ้งข้อความไว้, ส่งข้อความ",友達に言付けを頼みました。,ฝากข้อความถึงเพื่อน
殊に,ことに,"especially, above all",JLPT_1 JLPT,en/8|n9S0h,"โดยเฉพาะอย่างยิ่ง เหนือสิ่งอื่นใด, เป็นพิเศษ, ที่สำคัญที่สุด, ยิ่งไปกว่านั้น",殊にこの本が好きです。,ชอบหนังสือเล่มนี้เป็นพิเศษ
粉々,こなごな,in very small pieces,JLPT_1 JLPT,Kmg$=%neFc,"ในชิ้นเล็ก ๆ, แตกละเอียด, เป็นชิ้นเล็กชิ้นน้อย, ป่นปี้",コップが粉々になりました。,แก้วแตกละเอียด
好ましい,このましい,"nice, likable, desirable",JLPT_1 JLPT,x#LKH<P4pQ,"น่ารัก น่าเอ็นดู, น่าชื่นชม, น่าปรารถนา, น่าพึงพอใจ",好ましい態度です。,เป็นทัศนคติที่น่าพึงพอใจ
碁盤,ごばん,Go board,JLPT_1 JLPT,zlA@Kkn)Y,"ขึ้นบอร์ด, กระดานโกะ, กระดานหมากกระดาน, กระดานเล่น",碁盤の上で碁を打ちます。,เล่นโกะบนกระดานโกะ
個別,こべつ,particular case,JLPT_1 JLPT,IS>`l#g_rF,"กรณีเฉพาะ, รายกรณี, เฉพาะกรณี, แต่ละกรณี",個別に対応します。,จะดำเนินการทีละกรณี
ごまかす,ごまかす,"to deceive, to falsify, to misrepresent",JLPT_1 JLPT,p$tB:Q(vZY,"หลอกลวง, ปลอมแปลง, บิดเบือนความจริง, โกง",数字をごまかしました。,โกงตัวเลข
細やか,こまやか,"meager, modest",JLPT_1 JLPT,w6sGv9Z]7>,"น้อยนิด ปานกลาง, ไม่มากนัก, พอประมาณ, เล็กน้อย",細やかなお礼をしました。,ได้แสดงความขอบคุณเล็กๆ น้อยๆ
コマーシャル,コマーシャル,a commercial,JLPT_1 JLPT,pmxm=&|P?L,"เชิงพาณิชย์, โฆษณา, การค้า, สื่อโฆษณา",テレビでコマーシャルを見ました。,ดูโฆษณาทางทีวี
込める,こめる,"to include, to put into",JLPT_1 JLPT,FCbb2pT+SZ,"รวมเข้าไป, ใส่เข้าไป, บรรจุ, ใส่ลงไป",気持ちを込めて書きました。,เขียนด้วยความรู้สึกทั้งหมด
コメント,コメント,comment,JLPT_1 JLPT,cplDpvT[1o,"ความคิดเห็น, ข้อคิดเห็น, การแสดงความคิดเห็น, คำวิจารณ์",コメントをお願いします。,กรุณาแสดงความคิดเห็น
籠もる,こもる,"to seclude oneself, to be confined in",JLPT_1 JLPT,KBSxgcpn$F,"การปลีกตัวออกไป การถูกกักขังไว้ในที่ใดที่หนึ่ง, เก็บตัว, ขังตัว, กบดาน",部屋に籠もっています。,เก็บตัวอยู่ในห้อง
固有,こゆう,"characteristic, tradition, peculiar",JLPT_1 JLPT,yXV:}D_ozd,"ลักษณะเฉพาะ, ประเพณี, แปลกตา, เป็นเอกลักษณ์",固有の文化を持っています。,มีวัฒนธรรมที่เป็นเอกลักษณ์
暦,こよみ,"calendar, almanac",JLPT_1 JLPT,jx:{}3HoK:,"ปฏิทิน, ปฏิทินประจำปี, วันที่, ตารางวัน",新しい暦を買いました。,ซื้อปฏิทินใหม่
凝らす,こらす,"to concentrate, to devote, to peer into",JLPT_1 JLPT,oJEMYEm^we,"เพื่อตั้งสมาธิ เพื่อทุ่มเท เพื่อพิจารณาอย่างถี่ถ้วน, เพ่งเล็ง, อุทิศ, ตั้งใจ",注意を凝らして聞きました。,ตั้งใจฟังด้วยความระมัดระวัง
ごらんなさい (かん),ごらんなさい (かん),"look, (please) try to do",JLPT_1 JLPT,N1BBvCZ=AZ,"ดูสิ (โปรด) ลองทำดู, ลองทำ, พยายามดู, สังเกตดู",よくごらんなさい。,ลองดูดีๆ
孤立,こりつ,"isolation, helplessness",JLPT_1 JLPT,xYDSYkNe4i,"ความโดดเดี่ยว ความไร้ที่พึ่ง, ความอ้างว้าง, ความสันโดษ, การอยู่อย่างเดียวดาย",孤立しないようにしましょう。,มาพยายามไม่ให้อยู่โดดเดี่ยวกันเถอะ
懲りる,こりる,"to learn by experience, to be disgusted with",JLPT_1 JLPT,vbJg<?=y%j,"เรียนรู้จากประสบการณ์ รู้สึกรังเกียจกับ, เข็ดหลาบ, เบื่อหน่าย, ไม่พอใจ",失敗して懲りた。,เข็ดหลาบเพราะล้มเหลว
凝る,こる,"to stiffen, to harden",JLPT_1 JLPT,p)T=z%i7F[,"ทำให้แข็งตัว, ทำให้แข็งขึ้น, เปลี่ยนเป็นของแข็ง, แข็งเกร็ง",血が凝る。,เลือดแข็งตัว
根気,こんき,"patience; perseverance, energy",JLPT_1 JLPT,GDCM!r*##2,"ความอดทน ความเพียร ความกระตือรือร้น, ความมุ่งมานะ, ความพยายาม, พลังงาน",根気強く頑張ります。,จะพยายามอย่างอดทน
根拠,こんきょ,"basis, foundation",JLPT_1 JLPT,Grg-T-@C<M,"พื้นฐาน รากฐาน, มูลฐาน, ต้นตอ, จุดเริ่ม",その発言に根拠はありません。,คำพูดนั้นไม่มีมูลฐาน
混血,こんけつ,"mixed race, mixed parentage",JLPT_1 JLPT,saDmLPZfe~,"เชื้อชาติผสม, เชื้อสายผสม, ลูกครึ่ง, พันทาง",彼女は混血です。,เธอเป็นลูกครึ่ง
コンタクト (レンズ),コンタクト (レンズ),contact; contact lens,JLPT_1 JLPT,DU{l0`Yee%,"ติดต่อ; คอนแทคเลนส์, การติดต่อ, สัมผัส, เลนส์สัมผัส",コンタクトレンズをしています。,กำลังใส่คอนแทคเลนส์
昆虫,こんちゅう,"insect, bug",JLPT_1 JLPT,P^F+-mx?ec,"แมลง, ตัวแมลง, สัตว์เล็ก",昆虫が好きです。,ชอบแมลง
根底,こんてい,"root, basis, foundation",JLPT_1 JLPT,g6v%#_YbHK,"ราก ฐาน รากฐาน, รากเหง้า, จุดยืน, พื้นฐาน",この計画は根底から見直す必要があります。,ต้องพิจารณาแผนนี้ตั้งแต่รากฐานใหม่
