expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
～羽,～わ,counter for rabbits; birds,JLPT JLPT_2,FQL)TF/a}O,"ตัวนับกระต่าย; นก, หน่วยนับ, คำลักษณนาม, ลักษณนามสัตว์ปีก",これは二羽の鳥です。,นี่คือนกสองตัว
相変わらず,あいかわらず,"as usual, as always, as before, as ever, still",JLPT JLPT_2,B>ep8MopYw,"เช่นเคย เช่นเคย เหมือนก่อนหน้านี้ เหมือนเคยเสมอมา ยังคง, ตามปกติ, ตามเคย, เหมือนเดิม",彼は相変わらず元気です。,เขายังคงแข็งแรงเหมือนเดิม
アイデア; アイディア,アイデア; アイディア,idea,JLPT JLPT_2,NkL-h!TKp$,"ความคิด, แนวคิด, ข้อเสนอ, ทัศนะ",これは面白いアイデアです。,นี่เป็นความคิดที่น่าสนใจ
あいまい,あいまい,"vague, ambiguous",JLPT JLPT_2,"y8aZ,my]%p","คลุมเครือ ไม่ชัดเจน, กำกวม, ไม่แน่นอน, ไม่แจ่มชัด",彼の話はいつもあいまいです。,เรื่องที่เขาเล่าคลุมเครือเสมอ
扇ぐ,あおぐ,"to fan, to flap",JLPT JLPT_2,Gk2+[0&j}c,"พัด, กระพือปีก, โบก, สะบัด",うちわで扇ぎます。,ฉันพัดด้วยพัด
青白い,あおじろい,pale,JLPT JLPT_2,B[(dutQ)|%,"ซีด, ซีดเซียว, เผือด, จาง",顔が青白いです。,หน้าซีด
呆れる,あきれる,"to be shocked, to be appalled",JLPT JLPT_2,o8s#rYeo4>,"รู้สึกตกใจ รู้สึกสยดสยอง, ตกตะลึง, ประหลาดใจ, ผงะ",彼の話に呆れました。,ฉันรู้สึกตกใจกับเรื่องที่เขาเล่า
アクセント,アクセント,accent,JLPT JLPT_2,"w=+|,GhTIn","สำเนียง, น้ำเสียง, การออกเสียง, วรรณยุกต์",この単語にアクセントがあります。,คำนี้มีเน้นเสียง
あくび,あくび,yawn,JLPT JLPT_2,v|~6.5@[n^,"หาว, การหาว, อ้าปากหาว, หาวนอน",あくびが出ました。,ฉันหาว
飽くまで,あくまで,"to the end, to the last, stubbornly",JLPT JLPT_2,"vD,5@+@_q]","จนถึงที่สุด อย่างดื้อรั้น, อย่างสุดกำลัง, สุดท้าย, อย่างไม่ลดละ",あくまで頑張ります。,ฉันจะพยายามอย่างเต็มที่
明くる～,あくる～,"next, following",JLPT JLPT_2,c0UJ5Dk9?v,"ถัดไป ต่อจากนั้น, ภายหลัง, หลังจากนั้น, ลำดับถัดไป",明くる日は晴れでした。,วันรุ่งขึ้นอากาศแจ่มใส
明け方,あけがた,dawn,JLPT JLPT_2,pi=5b}Xk:R,"รุ่งอรุณ, เช้าตรู่, รุ่งสาง, แสงแรก",明け方、鳥の声が聞こえました。,ตอนรุ่งเช้าได้ยินเสียงนกร้อง
憧れる,あこがれる,"to long for, to yearn after",JLPT JLPT_2,c:=`W|}Gw`,"โหยหา ปรารถนา, ใฝ่ฝัน, ถวิลหา, คะนึงหา",歌手に憧れます。,ฉันใฝ่ฝันอยากเป็นนักร้อง
朝寝坊,あさねぼう,"oversleeping, late riser",JLPT JLPT_2,kR|>&(p6rG,"นอนตื่นสาย ตื่นสาย, การนอนเกินเวลา, คนตื่นสาย, ขี้เซา",今日は朝寝坊しました。,วันนี้ฉันตื่นสาย
足跡,あしあと,footprint,JLPT JLPT_2,lj:ebvgd-q,"รอยเท้า, ลายเท้า, รอยตีน, รอยประทับเท้า",雪の上に足跡がつきました。,มีรอยเท้าปรากฏบนหิมะ
足元,あしもと,at one's feet,JLPT JLPT_2,Ha)Qe[babj,"ที่เท้า, ตรงเท้า, ใกล้เท้า, ปลายเท้า",足元に気をつけてください。,โปรดระวังที่เท้าของคุณ
味わう,あじわう,"to taste, to savor",JLPT JLPT_2,uxSo4jtf~d,"เพื่อลิ้มรส เพื่อสัมผัส, ชิม, ดื่มด่ำ, ลิ้มลอง",この料理の味を味わってください。,โปรดลิ้มลองรสชาติอาหารจานนี้
預かる,あずかる,"to keep in custody, to receive on deposit, to take charge of",JLPT JLPT_2,LJpv~D13xj,"เก็บรักษาไว้ในความดูแล รับฝากไว้ รับผิดชอบ, ดูแล, เก็บรักษา, รับฝาก",荷物を預かります。,ฉันจะเก็บสัมภาระให้
温まる,あたたまる,to warm oneself,JLPT JLPT_2,B5XhWyF.q9,"เพื่อทำให้ร่างกายอบอุ่น, อบอุ่นร่างกาย, ทำให้อบอุ่น, ให้ความอบอุ่น",お風呂で体が温まりました。,ร่างกายของฉันอบอุ่นขึ้นในอ่างอาบน้ำ
当たり前,あたりまえ,"natural, reasonable, obvious, usual, common, ordinary, commonplace, the norm",JLPT JLPT_2,b#?!|FvT)4,"เป็นธรรมชาติ สมเหตุสมผล ชัดเจน ปกติ ทั่วไป ธรรมดา บรรทัดฐาน, เป็นเรื่องปกติ, เป็นเรื่องธรรมดา, เป็นปกติวิสัย",これは当たり前のことです。,นี่เป็นเรื่องปกติ
あちらこちら,あちらこちら,here and there,JLPT JLPT_2,Q~Ip4wR{af,"ที่นี่และที่นั่น, ทุกหนทุกแห่ง, ไปทั่ว, ตามที่ต่างๆ",あちらこちらに花が咲いています。,ดอกไม้บานสะพรั่งอยู่ทุกหนทุกแห่ง
厚かましい,あつかましい,"impudent, shameless,",JLPT JLPT_2,"wZ0,_rCNQo","ไร้ยางอาย ไร้ยางอาย, หน้าไม่อาย, ไม่ละอาย, ด้าน",彼はとても厚かましい人です。,เขาเป็นคนหน้าไม่อายมาก
圧縮,あっしゅく,"compression, condensation, pressure",JLPT JLPT_2,G:WAF/Dx1i,"การบีบอัด การควบแน่น ความดัน, การอัด, แรงอัด, การรวมตัว",これはファイルの圧縮です。,นี่คือการบีบอัดไฟล์
宛名,あてな,"address, direction",JLPT JLPT_2,"Q!,(6>`cO,","ที่อยู่, ทิศทาง, แอดเดรส, ตำแหน่ง",この宛名は正しいですか。,ที่อยู่นี้ถูกต้องหรือไม่
当てはまる,あてはまる,"to be applicable, to come under (a category)",JLPT JLPT_2,gWVd1Z[tfA,"สามารถนำไปใช้ได้, อยู่ใน (หมวดหมู่), เข้าข่าย, ตรงตาม",その言葉は私に当てはまります。,คำพูดนั้นใช้ได้กับฉัน
当てはめる,あてはめる,"to apply, to adapt",JLPT JLPT_2,OP(Hu}mMQq,"นำไปใช้ ปรับเปลี่ยน, ประยุกต์ใช้, ดัดแปลง, ปรับให้เข้ากัน",計画を現実に当てはめます。,นำแผนไปปรับใช้กับความเป็นจริง
暴れる,あばれる,"to act violently, to rage",JLPT JLPT_2,L6trU>v^!,"แสดงพฤติกรรมรุนแรง, โกรธเกรี้ยว, อาละวาด, บ้าระห่ำ",子供が部屋で暴れています。,เด็กกำลังอาละวาดอยู่ในห้อง
脂,あぶら,"fat, tallow, lard",JLPT JLPT_2,t@*Ov{e4RP,"ไขมัน, ไขมันสัตว์, น้ำมันหมู, มัน",これは動物の脂です。,นี่คือไขมันสัตว์
あぶる,あぶる,"to scorch, to roast",JLPT JLPT_2,Jz@lzbGk7x,"เผาไหม้, ย่าง, ปิ้ง, ลน",パンをあぶります。,ฉันจะย่างขนมปัง
あふれる,あふれる,"to flood, to overflow",JLPT JLPT_2,be7:(ploED,"น้ำท่วม, น้ำล้น, ท่วม, ไหลบ่า",コップの水があふれた。,น้ำในแก้วล้นออกมา
雨戸,あまど,sliding storm door,JLPT JLPT_2,v+crs*_nva,"ประตูพายุแบบเลื่อน, บานประตูกันพายุ, ประตูบานเลื่อน, ประตูไม้ระแนง",雨戸を閉めてください。,กรุณาปิดประตูพายุ
甘やかす,あまやかす,"to pamper, to spoil",JLPT JLPT_2,f~Uvnb+KP=,"เพื่อเอาใจ เพื่อตามใจ, ตามใจ, สปอยล์, ปรนเปรอ",子供を甘やかさないでください。,อย่าตามใจเด็กเกินไป
余る,あまる,"to be left over, to be in excess",JLPT JLPT_2,r`ob2WL<}I,"เหลืออยู่, เกินมา, คงเหลือ, เหลือใช้",パンがまだ余っています。,ขนมปังยังเหลืออยู่
編み物,あみもの,knitting,JLPT JLPT_2,KBOilYWmo2,"การถัก, งานถัก, การถักไหมพรม, ถักทอ",彼女は編み物が上手です。,เธอถักไหมพรมเก่ง
あみもの,あみもの,"knitting, web",JLPT JLPT_2,"wR7~d.J/,$","การถัก, เว็บ, งานถัก, เครือข่าย",このサイトは情報があみものだ。,เว็บไซต์นี้มีข้อมูลมากมาย
編む,あむ,to knit,Genki Genki_Ln.13 JLPT JLPT_2,"Bcd5,b]]w5","เพื่อถัก, ถักทอ, สาน, ถักไหมพรม",セーターを編んでいます。,ฉันกำลังถักเสื้อสเวตเตอร์
危うい,あやうい,"dangerous, critical",JLPT JLPT_2,JYnP1Z3O1n,"อันตราย วิกฤต, เป็นภัย, เสี่ยง, คับขัน",危ういところで助かった。,รอดมาได้อย่างหวุดหวิด
怪しい,あやしい,"suspicious, dubious, doubtful",JLPT JLPT_2,r?rB[7EP>5,"น่าสงสัย น่ากังวล ไม่แน่ใจ, สงสัย, กังขา, ไม่น่าไว้วางใจ",あの人は怪しい。,คนคนนั้นน่าสงสัย
荒い,あらい,"rough, rude, wild",JLPT JLPT_2,P5h|CxAaCE,"หยาบกระด้าง หยาบคาย ดุร้าย, กระด้าง, รุนแรง, ดิบ",波が荒いです。,คลื่นแรงมาก
