expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
お手洗い,おてあらい,"toilet, restroom, bathroom (lit., a place to wash one's hands)",Genki Genki_Ln.2 Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_5 JLPT_N5,jX+//z~!X8,"ห้องน้ำ, สุขา, ห้องส้วม, ห้องสุขา",お手洗いに行きます。,จะไปห้องน้ำ
お父さん,おとうさん,father (formal),Genki Genki_Ln.1 Genki_Ln.2 JLPT JLPT_5 JLPT_N5,Kh?V(6)C|2,"บิดา, ชนก, พระบิดา, คุณพ่อ",お父さんが呼んでいます。,คุณพ่อกำลังเรียก
弟,おとうと,younger brother,Genki Genki_Ln.1 Genki_Ln.7 JLPT JLPT_5 JLPT_N5,"ht,o]F,GkV","น้องชาย, อนุชา, ภราดา, น้อง",弟は小学生です。,น้องชายเป็นนักเรียนประถม
男,おとこ,"man, male",Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,QC9-<k]D|G,"ชาย, บุรุษ, เพศชาย, ผู้ชาย",男の子が走っています。,เด็กผู้ชายกำลังวิ่ง
男の子,おとこのこ,boy,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,mDCUq=3c&Y,"เด็กชาย, กุมาร, ยุวชน, หนุ่มน้อย",男の子が絵を描いています。,เด็กผู้ชายกำลังวาดรูป
一昨日,おととい,the day before yesterday,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,n^WNNS^t5D,"วานซืน, เมื่อวานซืน, สองวันก่อน, ก่อนเมื่อวาน",一昨日、映画を見ました。,เมื่อวานซืน ฉันดูหนัง
おととし,おととし,year before last,JLPT JLPT_5 JLPT_N5,"i$lVvl^Y,~","ปีกลาย, ปีที่แล้วก่อน, ปีก่อนโน้น, ปีก่อนปีที่แล้ว",おととし、日本へ来ました。,เมื่อสองปีก่อน ฉันมาญี่ปุ่น
大人,おとな,adult,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,F~j9Wag0^x,"ผู้บรรลุนิติภาวะ, ผู้เติบโต, บุคคลวัยผู้ใหญ่, คนโต",もう大人です。,โตเป็นผู้ใหญ่แล้ว
お腹,おなか,stomach,JLPT JLPT_3 JLPT_5 JLPT_N5,GVf+XC=Lx4,"พุง, กระเพาะ, อวัยวะในท้อง, อุทร",お腹が空きました。,หิวข้าว
同じ,おなじ,"same, identical",Genki Genki_Ln.14 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,FT1U+`d~$u,"เหมือนเดิม, อย่างเดียวกัน, ไม่ต่างกัน, เช่นเดียวกัน",私と同じです。,เหมือนกับฉัน
お兄さん,おにいさん,(someone else's) older brother (formal),Genki Genki_Ln.1 Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,c-e]c9shpL,"ภราดา, เชษฐา, พี่หลวง, พี่ชาย",お兄さんがいます。,มีพี่ชาย
お姉さん,おねえさん,older sister (formal),Genki Genki_Ln.1 Genki_Ln.7 JLPT JLPT_5 JLPT_N5,"Q,2s6~F,9F","ภคินี, เชษฐภคินี, พี่นาง, พี่สาว",お姉さんが来ました。,พี่สาวมาแล้ว
伯母さん; 叔母さん,おばさん,aunt,JLPT JLPT_5 JLPT_N5,fk]_fvvw.h,"น้า, อาหญิง, น้าผู้หญิง, ป้า",おばさんが料理をしています。,คุณป้ากำลังทำอาหาร
おばあさん,おばあさん,"grandmother, female senior-citizen",Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,K7L64Zdx7D,"ย่า, อัยยิกา, คุณทวด, สตรีสูงอายุ",おばあさんがいます。,มีคุณย่า/คุณยาย
お風呂,おふろ,a bath,JLPT_N5,btJ^oH!>Ob,"ชำระร่างกาย, สรงน้ำ, อาบชำระ, อาบน้ำ",お風呂に入ります。,จะอาบน้ำ
お弁当,おべんとう,a boxed lunch,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,ou=Mxez95b,"ข้าวกล่อง, ปิ่นโต, อาหารห่อ, ข้าวห่อ",お弁当を食べます。,จะกินข้าวกล่อง
覚える,おぼえる,"to learn, to commit to memory, to remember, to memorize",Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,k*NiP6Je8n,"เรียนรู้, จดจำ, ระลึก, ท่องจำ",新しい言葉を覚えます。,จะจำคำศัพท์ใหม่
おまわりさん,おまわりさん,policeman (friendly term),JLPT JLPT_5 JLPT_N5,kI/erxg?st,"พี่ตำรวจ, คุณตำรวจ, เจ้าหน้าที่ตำรวจ, ท่านตำรวจ",おまわりさんに聞きました。,ฉันถามคุณตำรวจ
重い,おもい,heavy; serious,Genki Genki_Ln.20 JLPT JLPT_3 JLPT_5 JLPT_N5,n(}tZ@Uv29,"รุนแรง, สาหัส, มหาศาล, เคร่งขรึม",重い箱です。,เป็นกล่องที่หนัก
面白い,おもしろい,"interesting, amusing",Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,"J&$%9x,#?>","น่าสนุก, เพลิดเพลิน, ชวนหัว, น่าหัวเราะ",面白い本です。,เป็นหนังสือที่น่าสนใจ
泳ぐ,およぐ,to swim,Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,bxmTHH/R3s,"ลอยตัวในน้ำ, แหวกว่าย, ดำน้ำ, ว่ายน้ำ",海で泳ぎます。,จะว่ายน้ำที่ทะเล
降りる,おりる,to get off,JLPT JLPT_3 JLPT_5 JLPT_N5,hM4FhZWg_/,"ลงรถ, ก้าวลง, พี้นี้, ลงมา",バスを降ります。,จะลงจากรถบัส
終る,おわる,"to finish, to close",JLPT JLPT_5 JLPT_N5,D_J6!H@vf*,"สิ้นสุด, เสร็จสิ้น, ยุติ, ปิดท้าย",仕事が終わりました。,งานเสร็จแล้ว
音楽,おんがく,Music,Genki Genki_Ln.3 Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,fcOO[?V993,"เพลง, สังคีต, คีตศิลป์, ดุริยางค์",音楽が好きです。,ชอบดนตรี
女,おんな,"woman, female",Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,d3!7^Z7+&i,"สตรี, อิสตรี, นารี, กุลสตรี",女の人がいます。,มีผู้หญิงอยู่
女の子,おんなのこ,girl,Genki Genki_Ln.11 JLPT JLPT_5 JLPT_N5,n^ma[3kYmi,"สาว, หญิงสาว, เด็กหญิง, กุมารี",女の子が遊んでいます。,เด็กผู้หญิงกำลังเล่น
～回,～かい,counter for occurrences (~ times),JLPT JLPT_1 JLPT_5 JLPT_N5,dwW`SX||PF,"ครั้ง, หน, ครา, ที",今日、三回、電話しました。,วันนี้โทรไปสามครั้ง
～階,～かい,counter for stories (floors) of a building,JLPT JLPT_4 JLPT_5 JLPT_N5,x]4mRhDP?0,"ชั้น, ระดับ, พื้น, ขั้น",二階にいます。,อยู่ที่ชั้นสอง
外国,がいこく,foreign country; abroad,Genki Genki_Ln.11 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,K:<1s^}$O$,"ต่างประเทศ, ต่างแดน, แดนไกล, พ้นแดน",外国へ行きたいです。,อยากไปต่างประเทศ
外国人,がいこくじん,foreigner,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,mxObbkK7.-,"ชาวต่างชาติ, ฝรั่ง, แขก, ต่างด้าว",外国人がたくさんいます。,มีชาวต่างชาติมากมาย
会社,かいしゃ,"company, corporation",Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,owc{ezB4?4,"บริษัท, องค์กร, ห้าง, กิจการ",会社で働いています。,ฉันทำงานที่บริษัท
階段,かいだん,stairs,JLPT JLPT_5 JLPT_N5,"ui<=#{,<U^","บันได, ทางขึ้น, ขั้นบันได, ลูกบันได",階段を上ります。,จะขึ้นบันได
買い物,かいもの,shopping,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,uV:`-T%Eq~,"ช้อปปิ้ง, ซื้อของ, จับจ่าย, เลือกซื้อ",買い物に行きます。,จะไปซื้อของ
買う,かう,to buy,JLPT JLPT_3 JLPT_5 JLPT_N5,Q.3jlQZyvW,"ซื้อ, จัดซื้อ, สั่งซื้อ, แลกซื้อ",本を買います。,จะซื้อหนังสือ
返す,かえす,to return something,JLPT JLPT_3 JLPT_5 JLPT_N5,b+[+YOY+dv,"คืน, ส่งคืน, นำกลับ, แลกคืน",宿題を返します。,จะคืนการบ้าน
帰る,かえる,"to go back, to go home, to return",Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,HBCAN.he?j,"กลับ, หวน, ย้อนกลับ, คืนสู่",うちへ帰ります。,ฉันจะกลับบ้าน
顔,かお,face (body part),Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,MGLL{4`mK@,"หน้า, ใบหน้า, โฉม, พักตร์",その顔はきれいです。,ใบหน้านั้นสวยงาม
かかる,かかる,"it takes (amount of time, money) (v.i.)",Genki Genki_Ln.10 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,yajlZ<1W@=,"ใช้, ใช้เวลา, เสียเวลา, สิ้นเปลือง",時間がかかります。,ต้องใช้เวลา
鍵,かぎ,a lock; a key,Genki Genki_Ln.17 JLPT JLPT_3 JLPT_5 JLPT_N5,CBifo1C?=d,"กุญแจ, ลูกกุญแจ, แม่กุญแจ, ล็อก",鍵をなくしました。,ฉันทำกุญแจหาย
書く,かく,to write,JLPT JLPT_3 JLPT_5 JLPT_N5,ytOa}oy+zO,"เขียน, จด, บันทึก, แต่ง",手紙を書きます。,ฉันจะเขียนจดหมาย
学生,がくせい,student,Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,"JC,(K4dD==","นักเรียน, นักศึกษา, ลูกศิษย์, ผู้เรียน",彼は学生です。,เขาเป็นนักเรียน
～か月,～かげつ,(number of) months,JLPT JLPT_5 JLPT_N5,p^^qFJHF)[,"เดือน, มาส, รอบเดือน, จันทรคติ",三か月日本にいました。,ฉันอยู่ที่ญี่ปุ่นสามเดือน
掛ける,かける,"to put on (e.g., glasses); to hang (e.g., on a wall)",JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,J@I.fZoEvE,"สวม, ใส่, แขวน, ห้อย",めがねをかけます。,ฉันใส่แว่นตา
かける,かける,"to dial/call (e.g., phone); to sit down",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,j[@hZ&;%2u,"โทร, กด, โทรศัพท์, ติดต่อ",電話をかけます。,ฉันจะโทรศัพท์
傘,かさ,"umbrella, parasol",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,p_LV=Cf?pc,"ร่ม, ฉัตร, กลด, กันแดด",傘がありますか。,คุณมีร่มไหม
貸す,かす,to lend,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,yag&XA]F86,"ให้กู้, ให้ยืมเงิน, ให้ใช้ชั่วคราว, มอบให้ยืม",友達にお金を貸します。,ฉันให้เพื่อนยืมเงิน
風,かぜ,"wind, breeze",Genki Genki_Ln.22 JLPT JLPT_5 JLPT_N5,wPz(SGuAqF,"ลม, สายลม, วาโย, ลมโชย",風が強いです。,ลมแรง
風邪,かぜ,"cold, flu",Genki Genki_Ln.12 JLPT JLPT_5 JLPT_N5,"G#zadB[Bd,","ไข้หวัด, โรคหวัด, เป็นหวัด, อาการหวัด",風邪をひきました。,ฉันเป็นหวัด
方,かた,-- honorific form for 人 (ひと) --; way of doing,Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_3 JLPT_4 JLPT_5 JLPT_N5,GtdTiap.Os,"วิธี, แบบแผน, กระบวนการ, รูปแบบ",この方の名前は何ですか。,ท่านผู้นี้ชื่ออะไรครับ/คะ
家族,かぞく,"family, members of a family",Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,jwBW:Yf?[N,"วงศ์วาน, เครือญาติ, ครัวเรือน, สมาชิกในครอบครัว",家族はみんな元気です。,ครอบครัวทุกคนสบายดี
片仮名,かたかな,katakana,JLPT JLPT_5 JLPT_N5,y%B]18.T{|,"คาตากานะ, อักษรคาตาคานะ, ตัวเขียนคาตาคานะ, ระบบตัวเขียน",カタカナで書きました。,ฉันเขียนเป็นภาษาคาตาคานะ
～月,～がつ,month of year,JLPT JLPT_5 JLPT_N5,x[qBqm:mer,"เดือน, รอบเดือน, ห้วงเดือน, กำหนดเดือน",六月は雨が多いです。,เดือนมิถุนายนฝนตกเยอะ
学校,がっこう,a school,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,jMUlk]n4bL,"สถานศึกษา, สถาบัน, สำนักเรียน, โรงเรียน",学校は近いです。,โรงเรียนอยู่ใกล้
カップ,カップ,cup,JLPT JLPT_1 JLPT_5 JLPT_N5,N>J.3DDIIf,"แก้ว, จอก, ภาชนะ, ถ้วย",コーヒーをカップに入れます。,ฉันเทกาแฟใส่แก้ว
家庭,かてい,home; family,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_3 JLPT_5 JLPT_N5,K=/LkA^bE5,"ที่อยู่อาศัย, เคหสถาน, เรือน, บ้าน",家庭が大切です。,ครอบครัวเป็นสิ่งสำคัญ
角,かど,"corner (e.g., desk, pavement)",Genki Genki_Ln.20 JLPT JLPT_5 JLPT_N5,NblB:vgsi`,"หัวมุม, เหลี่ยม, ซอก, มุม",角を曲がります。,เลี้ยวตรงหัวมุม
かばん,かばん,"bag, basket",Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,M4T~@ehWYB,"ถุง, ย่าม, เป้, กระเป๋า",かばんの中に本があります。,มีหนังสืออยู่ในกระเป๋า
花瓶,かびん,(flower) vase,JLPT JLPT_5 JLPT_N5,m<:4xC~U|%,"แจกัน, กระถางดอกไม้, ภาชนะดอกไม้, ที่ใส่ดอกไม้",花瓶に花をいけました。,ฉันจัดดอกไม้ใส่แจกันแล้ว
かぶる,かぶる,"to wear, to put on (e.g., a hat on the head)",Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,"v~,/++9.ks","ใส่, คลุม, สวม, คลุมศีรษะ",帽子をかぶります。,ฉันสวมหมวก
